"city";"state";"county";"countyFips";"latitude";"longitude";"population";"propertyValue";"minTemp";"maxTemp";"sunny";"humidity";"rain";"snow";"color"
"Cabot";"Arkansas";"Lonoke";5085;34.9765;-92.0268;25797;136536;31.0;89.9;123;67;50.6;5.2;"red"
"Caddo Mills";"Texas";"Hunt";48231;33.0513;-96.2292;1554;91036;39.8;93.0;135;65;28.9;1.5;"red"
"Cadillac";"Michigan";"Wexford";26165;44.2494;-85.4137;10460;61045;13.0;77.0;71;72;34.0;51.1;"red"
"Cadiz";"Kentucky";"Trigg";21221;36.8696;-87.8045;2626;104382;26.6;86.1;93;67;48.9;12.5;"red"
"Cairo";"Georgia";"Grady";13131;30.8789;-84.2051;9570;102382;35.8;89.0;112;68;50.7;0.7;"red"
"Calabasas";"California";"Los Angeles";6037;34.1375;-118.6689;24176;1160309;42.6;79.8;146;69;22.2;0.0;"blue"
"Calabash";"North Carolina";"Brunswick";37019;33.8945;-78.5571;2146;130946;30.9;84.8;109;67;50.3;7.6;"red"
"Caldwell";"Idaho";"Canyon";16027;43.6458;-116.6595;53149;181438;17.2;81.6;120;54;18.9;19.2;"red"
"Caldwell";"New Jersey";"Essex";34013;40.839;-74.2777;8018;485331;24.6;82.2;94;71;47.1;16.5;"blue"
"Caledonia";"Michigan";"Kent";26081;42.7944;-85.5153;1618;270318;15.0;76.6;71;72;32.8;51.1;"red"
"Caledonia";"Minnesota";"Houston";27055;43.6343;-91.5008;2786;143299;4.1;77.6;95;66;27.3;54.0;"red"
"Caledonia";"New York";"Livingston";36051;42.9755;-77.8571;2127;134151;17.9;78.5;63;71;41.8;123.8;"red"
"Caledonia";"Ohio";"Marion";39101;40.6363;-82.9694;551;111596;22.6;81.9;72;68;39.1;27.5;"red"
"Caledonia";"Wisconsin";"Racine";55101;42.7987;-87.8763;24910;203216;10.4;77.8;89;71;32.6;50.9;"red"
"Calera";"Alabama";"Shelby";1117;33.1249;-86.745;13489;141771;36.6;89.6;99;68;58.3;1.6;"red"
"Calexico";"California";"Imperial";6025;32.6849;-115.4944;40232;218984;42.6;79.8;146;69;22.2;0.0;"blue"
"Calhan";"Colorado";"El Paso";8041;39.0344;-104.2992;795;266217;12.2;81.3;136;47;15.9;19.1;"red"
"Calhoun";"Georgia";"Gordon";13129;34.4925;-84.9394;16445;124484;35.8;89.0;112;68;50.7;0.7;"red"
"Calhoun";"Tennessee";"McMinn";47107;35.2976;-84.7458;497;100228;28.5;86.5;102;68;54.2;6.3;"red"
"California";"Missouri";"Moniteau";29135;38.6304;-92.5667;4421;119706;23.2;86.6;115;67;42.2;17.0;"red"
"Calimesa";"California";"Riverside";6065;33.9873;-117.0542;8616;348546;42.6;79.8;146;69;22.2;0.0;"blue"
"Calistoga";"California";"Napa";6055;38.5817;-122.5825;5311;825183;42.6;79.8;146;69;22.2;0.0;"blue"
"Callahan";"Florida";"Nassau";12089;30.5618;-81.8321;1279;193042;49.8;90.2;101;72;54.5;0.0;"red"
"Callaway";"Florida";"Bay";12005;30.1352;-85.56;15269;158848;49.8;90.2;101;72;54.5;0.0;"red"
"Calumet City";"Illinois";"Cook";17031;41.6133;-87.5502;36732;74950;19.5;82.8;95;70;39.2;24.6;"blue"
"Calvert City";"Kentucky";"Marshall";21157;37.0289;-88.3593;2550;89211;26.6;86.1;93;67;48.9;12.5;"red"
"Camanche";"Iowa";"Clinton";19045;41.7928;-90.2766;4325;129348;13.5;82.8;105;67;34.0;34.9;"red"
"Camarillo";"California";"Ventura";6111;34.223;-119.0325;67363;618540;42.6;79.8;146;69;22.2;0.0;"blue"
"Camas";"Washington";"Clark";53011;45.6006;-122.4301;22449;459519;30.1;74.7;58;72;39.4;5.0;"blue"
"Cambria";"Wisconsin";"Columbia";55021;43.5416;-89.111;756;137110;10.4;77.8;89;71;32.6;50.9;"red"
"Cambridge";"Illinois";"Henry";17073;41.298;-90.1905;2099;85087;19.5;82.8;95;70;39.2;24.6;"red"
"Cambridge";"Iowa";"Story";19169;41.9001;-93.536;815;179458;13.5;82.8;105;67;34.0;34.9;"blue"
"Cambridge";"Maryland";"Dorchester";24019;38.5519;-76.0788;12468;141018;30.0;87.0;105;64;44.5;20.2;"red"
"Cambridge";"Massachusetts";"Middlesex";25017;42.3758;-71.1184;110651;781602;19.2;77.8;98;67;47.4;43.8;"blue"
"Cambridge";"Minnesota";"Isanti";27059;45.5615;-93.228;8677;182369;4.1;77.6;95;66;27.3;54.0;"red"
"Cambridge";"New York";"Washington";36115;43.0279;-73.3813;1819;173542;17.9;78.5;63;71;41.8;123.8;"red"
"Cambridge";"Ohio";"Guernsey";39059;40.0221;-81.5868;10433;73748;22.6;81.9;72;68;39.1;27.5;"red"
"Cambridge";"Vermont";"Lamoille";50015;44.639;-72.8788;242;222566;10.1;76.1;58;67;42.7;81.2;"blue"
"Cambridge";"Wisconsin";"Jefferson";55055;43.0071;-89.0214;1509;189186;10.4;77.8;89;71;32.6;50.9;"red"
"Camden";"Delaware";"Kent";10001;39.099;-75.557;3489;167410;27.5;84.5;97;66;45.7;20.2;"red"
"Camden";"Indiana";"Carroll";18015;40.6099;-86.539;604;91271;21.4;83.1;88;70;41.7;25.9;"red"
"Camden";"Michigan";"Hillsdale";26059;41.7552;-84.7563;501;155531;15.0;76.6;71;72;32.8;51.1;"red"
"Camden";"New Jersey";"Camden";34007;39.9361;-75.1072;74420;38864;24.6;82.2;94;71;47.1;16.5;"blue"
"Camden";"New York";"Oneida";36065;43.3365;-75.7478;2188;99627;17.9;78.5;63;71;41.8;123.8;"red"
"Camden";"Ohio";"Preble";39135;39.6374;-84.6445;1963;96483;22.6;81.9;72;68;39.1;27.5;"red"
"Camden";"South Carolina";"Kershaw";45055;34.2564;-80.6085;7126;97350;35.4;88.3;115;67;49.8;0.5;"red"
"Camden";"Tennessee";"Benton";47005;36.0662;-88.1044;3551;75087;28.5;86.5;102;68;54.2;6.3;"red"
"Camdenton";"Missouri";"Camden";29029;38.0121;-92.75;3946;168019;23.2;86.6;115;67;42.2;17.0;"red"
"Cameron";"Wisconsin";"Barron";55005;45.4059;-91.7427;1791;149528;10.4;77.8;89;71;32.6;50.9;"red"
"Camillus";"New York";"Onondaga";36067;43.0385;-76.3103;1215;150769;17.9;78.5;63;71;41.8;123.8;"blue"
"Cammack Village";"Arkansas";"Pulaski";5119;34.7809;-92.345;746;187306;31.0;89.9;123;67;50.6;5.2;"blue"
"Camp Hill";"Alabama";"Tallapoosa";1123;32.8002;-85.6536;975;52168;36.6;89.6;99;68;58.3;1.6;"red"
"Camp Hill";"Pennsylvania";"Cumberland";42041;40.2422;-76.9274;7934;206206;21.0;81.2;87;65;42.9;28.2;"red"
"Camp Point";"Illinois";"Adams";17001;40.0376;-91.0664;1114;77207;19.5;82.8;95;70;39.2;24.6;"red"
"Camp Verde";"Arizona";"Yavapai";4025;34.5699;-111.8573;11238;234882;33.0;94.8;193;39;13.6;0.3;"red"
"Campbell";"California";"Santa Clara";6085;37.2803;-121.9543;40939;1455870;42.6;79.8;146;69;22.2;0.0;"blue"
"Campbell";"Missouri";"Dunklin";29069;36.493;-90.0762;1897;61204;23.2;86.6;115;67;42.2;17.0;"red"
"Campbell";"Texas";"Hunt";48231;33.1464;-95.9545;612;113241;39.8;93.0;135;65;28.9;1.5;"red"
"Campbellsport";"Wisconsin";"Fond du Lac";55039;43.5976;-88.2813;1978;137369;10.4;77.8;89;71;32.6;50.9;"red"
"Campbellsville";"Kentucky";"Taylor";21217;37.3443;-85.3502;11387;106100;26.6;86.1;93;67;48.9;12.5;"red"
"Campobello";"South Carolina";"Spartanburg";45083;35.1279;-82.1485;533;175446;35.4;88.3;115;67;49.8;0.5;"red"
"Campton Hills";"Illinois";"Kane";17089;41.95;-88.4166;11310;398736;19.5;82.8;95;70;39.2;24.6;"blue"
"Canajoharie";"New York";"Montgomery";36057;42.8998;-74.57;2146;84709;17.9;78.5;63;71;41.8;123.8;"red"
"Canal Fulton";"Ohio";"Stark";39151;40.8903;-81.5891;5433;146198;22.6;81.9;72;68;39.1;27.5;"red"
"Canal Winchester";"Ohio";"Fairfield";39045;39.8432;-82.8121;7905;225308;22.6;81.9;72;68;39.1;27.5;"red"
"Canandaigua";"New York";"Ontario";36069;42.8885;-77.2805;10369;189464;17.9;78.5;63;71;41.8;123.8;"red"
"Canastota";"New York";"Madison";36053;43.0835;-75.7559;4613;97519;17.9;78.5;63;71;41.8;123.8;"red"
"Canby";"Oregon";"Clackamas";41005;45.2653;-122.687;17653;358959;29.0;76.7;68;72;27.4;3.0;"blue"
"Candor";"New York";"Tioga";36107;42.2284;-76.3366;802;100036;17.9;78.5;63;71;41.8;123.8;"red"
"Canfield";"Ohio";"Mahoning";39099;41.0315;-80.7672;7284;178953;22.6;81.9;72;68;39.1;27.5;"blue"
"Canisteo";"New York";"Steuben";36101;42.2703;-77.6056;2185;73507;17.9;78.5;63;71;41.8;123.8;"red"
"Cannelton";"Indiana";"Perry";18123;37.9106;-86.7377;1494;69703;21.4;83.1;88;70;41.7;25.9;"red"
"Cannon Beach";"Oregon";"Clatsop";41007;45.8897;-123.9604;1705;494162;29.0;76.7;68;72;27.4;3.0;"blue"
"Cannon Falls";"Minnesota";"Goodhue";27049;44.5132;-92.9028;4106;177622;4.1;77.6;95;66;27.3;54.0;"red"
"Canon";"Georgia";"Hart";13147;34.3455;-83.1107;804;126082;35.8;89.0;112;68;50.7;0.7;"red"
"Canonsburg";"Pennsylvania";"Washington";42125;40.2642;-80.1868;8878;127223;21.0;81.2;87;65;42.9;28.2;"red"
"Canton";"Georgia";"Cherokee";13057;34.2468;-84.4902;26340;261366;35.8;89.0;112;68;50.7;0.7;"red"
"Canton";"Illinois";"Fulton";17057;40.5631;-90.0411;14094;68070;19.5;82.8;95;70;39.2;24.6;"red"
"Canton";"Kansas";"McPherson";20113;38.3859;-97.4301;720;101909;20.3;88.2;128;65;28.9;14.7;"red"
"Canton";"Minnesota";"Fillmore";27045;43.5296;-91.9299;345;111761;4.1;77.6;95;66;27.3;54.0;"red"
"Canton";"Mississippi";"Madison";28089;32.5976;-90.0329;13643;116724;36.3;89.9;111;72;59.0;0.9;"red"
"Canton";"New York";"St. Lawrence";36089;44.6;-75.1703;6524;111986;17.9;78.5;63;71;41.8;123.8;"red"
"Canton";"Ohio";"Stark";39151;40.8082;-81.3678;71323;14634;22.6;81.9;72;68;39.1;27.5;"red"
"Canton";"Pennsylvania";"Bradford";42015;41.6566;-76.8529;1895;135468;21.0;81.2;87;65;42.9;28.2;"red"
"Canton";"Texas";"Van Zandt";48467;32.554;-95.864;3836;143607;39.8;93.0;135;65;28.9;1.5;"red"
"Canyon";"Texas";"Randall";48381;34.9877;-101.9179;15138;149828;39.8;93.0;135;65;28.9;1.5;"red"
"Canyon Lake";"California";"Riverside";6065;33.6884;-117.2621;11137;413750;42.6;79.8;146;69;22.2;0.0;"blue"
"Canyonville";"Oregon";"Douglas";41019;42.927;-123.2805;1922;144004;29.0;76.7;68;72;27.4;3.0;"red"
"Cape Canaveral";"Florida";"Brevard";12009;28.3934;-80.605;10352;212379;49.8;90.2;101;72;54.5;0.0;"red"
"Cape Coral";"Florida";"Lee";12071;26.644;-81.9961;179804;45260;49.8;90.2;101;72;54.5;0.0;"red"
"Cape Girardeau";"Missouri";"Cape Girardeau";29031;37.3107;-89.5595;39628;131205;26.0;88.0;115;67;46.8;11.4;"red"
"Cape May";"New Jersey";"Cape May";34009;38.9408;-74.9043;3500;568730;29.0;82.0;94;71;41.9;14.9;"red"
"Cape Vincent";"New York";"Jefferson";36045;44.1263;-76.3302;717;128922;17.9;78.5;63;71;41.8;123.8;"red"
"Capitol Heights";"Maryland";"Prince George's";24033;38.8769;-76.9075;4545;205177;27.2;84.2;105;64;44.5;20.2;"blue"
"Capitola";"California";"Santa Cruz";6087;36.9772;-121.9539;10180;831382;42.6;79.8;146;69;22.2;0.0;"blue"
"Capron";"Illinois";"Boone";17007;42.3986;-88.7393;1345;126349;19.5;82.8;95;70;39.2;24.6;"red"
"Capron";"Virginia";"Southampton";51175;36.7093;-77.2013;156;117609;28.0;84.3;100;68;44.3;10.3;"red"
"Carbondale";"Colorado";"Garfield";8045;39.3946;-107.2145;6777;542889;12.2;81.3;136;47;15.9;19.1;"red"
"Carbondale";"Illinois";"Jackson";17077;37.7219;-89.2237;26179;112388;19.5;82.8;95;70;39.2;24.6;"blue"
"Cardington";"Ohio";"Morrow";39117;40.498;-82.8937;2062;124374;22.6;81.9;72;68;39.1;27.5;"red"
"Carefree";"Arizona";"Maricopa";4013;33.8234;-111.9162;3724;742594;33.0;94.8;193;39;13.6;0.3;"red"
"Carleton";"Michigan";"Monroe";26115;42.0572;-83.3898;2344;143117;15.0;76.6;71;72;32.8;51.1;"red"
"Carlinville";"Illinois";"Macoupin";17117;39.2782;-89.8766;5632;81337;19.5;82.8;95;70;39.2;24.6;"red"
"Carlisle";"Arkansas";"Lonoke";5085;34.7951;-91.7349;2172;73140;31.0;89.9;123;67;50.6;5.2;"red"
"Carlisle";"Indiana";"Sullivan";18153;38.9608;-87.4015;671;59385;21.4;83.1;88;70;41.7;25.9;"red"
"Carlisle";"Iowa";"Warren";19181;41.5115;-93.4949;4249;165087;13.5;82.8;105;67;34.0;34.9;"red"
"Carlisle";"Ohio";"Warren";39165;39.5808;-84.3201;5329;142958;22.6;81.9;72;68;39.1;27.5;"red"
"Carlisle";"Pennsylvania";"Cumberland";42041;40.1999;-77.2042;19162;154956;21.0;81.2;87;65;42.9;28.2;"red"
"Carlock";"Illinois";"McLean";17113;40.5835;-89.1288;553;158888;19.5;82.8;95;70;39.2;24.6;"red"
"Carlsbad";"California";"San Diego";6073;33.1246;-117.2836;113952;849927;42.6;79.8;146;69;22.2;0.0;"blue"
"Carlsbad";"New Mexico";"Eddy";35015;32.4064;-104.2385;28914;169900;29.0;94.0;167;44;13.4;2.4;"red"
"Carlstadt";"New Jersey";"Bergen";34003;40.825;-74.0614;6249;403672;24.6;82.2;94;71;47.1;16.5;"blue"
"Carlton";"Georgia";"Madison";13195;34.0427;-83.0386;264;79395;35.8;89.0;112;68;50.7;0.7;"red"
"Carlton";"Minnesota";"Carlton";27017;46.6635;-92.4065;1046;183619;4.1;77.6;95;66;27.3;54.0;"blue"
"Carlton";"Oregon";"Yamhill";41071;45.2945;-123.1753;2134;305198;29.0;76.7;68;72;27.4;3.0;"red"
"Carmel";"Indiana";"Hamilton";18057;39.9658;-86.1461;91065;337254;21.4;83.1;88;70;41.7;25.9;"red"
"Carmel-by-the-Sea";"California";"Monterey";6053;36.5528;-121.9222;3891;1299571;42.6;79.8;146;69;22.2;0.0;"blue"
"Carnation";"Washington";"King";53033;47.6443;-121.9041;1995;621630;30.1;74.7;58;72;39.4;5.0;"blue"
"Carnegie";"Oklahoma";"Caddo";40015;35.1024;-98.5995;1713;36179;27.5;91.3;139;63;36.5;7.8;"red"
"Carnegie";"Pennsylvania";"Allegheny";42003;40.408;-80.0861;7913;124198;21.0;81.2;87;65;42.9;28.2;"blue"
"Carnesville";"Georgia";"Franklin";13119;34.3716;-83.2328;578;141792;35.8;89.0;112;68;50.7;0.7;"red"
"Carney";"Michigan";"Menominee";26109;45.5935;-87.5548;187;73284;15.0;76.6;71;72;32.8;51.1;"red"
"Carol Stream";"Illinois";"DuPage";17043;41.9183;-88.1309;40069;239198;19.5;82.8;95;70;39.2;24.6;"blue"
"Carolina Beach";"North Carolina";"New Hanover";37129;34.0396;-77.8966;6211;282800;30.9;84.8;109;67;50.3;7.6;"red"
"Carolina Shores";"North Carolina";"Brunswick";37019;33.9077;-78.5733;4012;184527;30.9;84.8;109;67;50.3;7.6;"red"
"Carpentersville";"Illinois";"Kane";17089;42.1227;-88.2894;38291;161824;19.5;82.8;95;70;39.2;24.6;"blue"
"Carpinteria";"California";"Santa Barbara";6083;34.3961;-119.5117;13684;837743;42.6;79.8;146;69;22.2;0.0;"blue"
"Carrabelle";"Florida";"Franklin";12037;29.8542;-84.6687;2744;145882;49.8;90.2;101;72;54.5;0.0;"red"
"Carrboro";"North Carolina";"Orange";37135;35.926;-79.0878;21265;273142;30.9;84.8;109;67;50.3;7.6;"blue"
"Carroll";"Ohio";"Fairfield";39045;39.7989;-82.7036;521;208093;22.6;81.9;72;68;39.1;27.5;"red"
"Carroll Valley";"Pennsylvania";"Adams";42001;39.7499;-77.3804;3939;203771;21.0;81.2;87;65;42.9;28.2;"red"
"Carrollton";"Georgia";"Carroll";13045;33.5819;-85.0837;26562;135594;35.8;89.0;112;68;50.7;0.7;"red"
"Carrollton";"Ohio";"Carroll";39019;40.5804;-81.09;3135;93652;22.6;81.9;72;68;39.1;27.5;"red"
"Carrollton";"Texas";"Dallas";48113;32.9885;-96.9001;133351;28656;39.8;93.0;135;65;28.9;1.5;"blue"
"Carson";"California";"Los Angeles";6037;33.8374;-118.2559;92797;19034;42.6;79.8;146;69;22.2;0.0;"blue"
"Carter Lake";"Iowa";"Pottawattamie";19155;41.2884;-95.9171;3784;91562;13.5;82.8;105;67;34.0;34.9;"red"
"Carteret";"New Jersey";"Middlesex";34023;40.5849;-74.2285;23992;262322;24.6;82.2;94;71;47.1;16.5;"blue"
"Cartersville";"Georgia";"Bartow";13015;34.1631;-84.8007;20753;153743;35.8;89.0;112;68;50.7;0.7;"red"
"Carterville";"Illinois";"Williamson";17199;37.763;-89.0839;5843;104253;19.5;82.8;95;70;39.2;24.6;"red"
"Carthage";"Tennessee";"Smith";47159;36.2565;-85.9432;2286;125044;28.5;86.5;102;68;54.2;6.3;"red"
"Carver";"Minnesota";"Carver";27019;44.7593;-93.6293;4628;336655;4.1;77.6;95;66;27.3;54.0;"red"
"Cary";"Illinois";"McHenry";17111;42.2128;-88.2491;17840;226055;19.5;82.8;95;70;39.2;24.6;"red"
"Cary";"North Carolina";"Wake";37183;35.7815;-78.8162;162320;353060;30.0;87.0;109;67;46.3;7.6;"blue"
"Caryville";"Tennessee";"Campbell";47013;36.3252;-84.2199;2179;95028;28.5;86.5;102;68;54.2;6.3;"red"
"Casa Grande";"Arizona";"Pinal";4021;32.907;-111.7623;54534;158383;38.0;106.0;193;39;9.0;0.3;"red"
"Casar";"North Carolina";"Cleveland";37045;35.5127;-81.6168;296;73958;30.9;84.8;109;67;50.3;7.6;"red"
"Cascade";"Idaho";"Valley";16085;44.5082;-116.0423;967;203343;17.2;81.6;120;54;18.9;19.2;"red"
"Cascade";"Iowa";"Dubuque";19061;42.3019;-91.0046;2281;153251;13.5;82.8;105;67;34.0;34.9;"red"
"Cascade";"Montana";"Cascade";30013;47.271;-111.7028;688;188174;12.7;78.9;82;58;15.3;38.1;"red"
"Casco";"Wisconsin";"Kewaunee";55061;44.5557;-87.6197;578;140312;10.4;77.8;89;71;32.6;50.9;"red"
"Caseville";"Michigan";"Huron";26063;43.9417;-83.274;738;112256;15.0;76.6;71;72;32.8;51.1;"red"
"Casey";"Illinois";"Clark";17023;39.3027;-87.9896;2698;62169;19.5;82.8;95;70;39.2;24.6;"red"
"Cashmere";"Washington";"Chelan";53007;47.5174;-120.4669;3162;272401;30.1;74.7;58;72;39.4;5.0;"red"
"Casnovia";"Michigan";"Kent";26081;43.2336;-85.7895;328;135947;15.0;76.6;71;72;32.8;51.1;"red"
"Casper";"Wyoming";"Natrona";56025;42.843;-106.3205;59324;200376;14.0;84.0;218;56;12.5;74.9;"red"
"Cass Lake";"Minnesota";"Cass";27021;47.3789;-94.5989;749;111318;4.1;77.6;95;66;27.3;54.0;"red"
"Casselberry";"Florida";"Seminole";12117;28.6621;-81.3217;27053;206049;49.8;90.2;101;72;54.5;0.0;"red"
"Casselton";"North Dakota";"Cass";38017;46.8973;-97.2124;2513;202204;3.1;79.7;93;65;17.8;51.2;"red"
"Casstown";"Ohio";"Miami";39109;40.0528;-84.1285;273;168263;22.6;81.9;72;68;39.1;27.5;"red"
"Cassville";"Missouri";"Barry";29009;36.6789;-93.868;3340;100736;23.0;86.0;115;67;47.0;7.3;"red"
"Castalia";"Ohio";"Erie";39043;41.4011;-82.808;827;130357;22.6;81.9;72;68;39.1;27.5;"red"
"Castile";"New York";"Wyoming";36121;42.6312;-78.0525;975;100633;17.9;78.5;63;71;41.8;123.8;"red"
"Castle Hills";"Texas";"Bexar";48029;29.5229;-98.5197;4474;314392;39.8;93.0;135;65;28.9;1.5;"blue"
"Castle Rock";"Colorado";"Douglas";8035;39.3761;-104.8536;57666;468972;12.2;81.3;136;47;15.9;19.1;"red"
"Castle Rock";"Washington";"Cowlitz";53015;46.2717;-122.9056;2212;260900;30.1;74.7;58;72;39.4;5.0;"red"
"Castle Shannon";"Pennsylvania";"Allegheny";42003;40.3664;-80.0194;8228;133542;21.0;81.2;87;65;42.9;28.2;"blue"
"Castroville";"Texas";"Medina";48325;29.3512;-98.8723;3018;199307;39.8;93.0;135;65;28.9;1.5;"red"
"Caswell Beach";"North Carolina";"Brunswick";37019;33.9074;-78.0473;429;326680;30.9;84.8;109;67;50.3;7.6;"red"
"Catasauqua";"Pennsylvania";"Lehigh";42077;40.6531;-75.4643;6544;134545;21.0;81.2;87;65;42.9;28.2;"blue"
"Catawba";"North Carolina";"Catawba";37035;35.7067;-81.066;624;129797;30.9;84.8;109;67;50.3;7.6;"red"
"Catawissa";"Pennsylvania";"Columbia";42037;40.9531;-76.4604;1499;112724;21.0;81.2;87;65;42.9;28.2;"red"
"Cathedral City";"California";"Riverside";6065;33.8363;-116.4662;54056;281812;42.6;79.8;146;69;22.2;0.0;"blue"
"Catlettsburg";"Kentucky";"Boyd";21019;38.4197;-82.6021;1803;96371;26.6;86.1;93;67;48.9;12.5;"red"
"Catlin";"Illinois";"Vermilion";17183;40.0675;-87.7081;1981;89688;19.5;82.8;95;70;39.2;24.6;"red"
"Cato";"New York";"Cayuga";36011;43.168;-76.5728;519;113343;17.9;78.5;63;71;41.8;123.8;"red"
"Catskill";"New York";"Greene";36039;42.2145;-73.8656;3837;155254;17.9;78.5;63;71;41.8;123.8;"red"
"Cave City";"Arkansas";"Sharp";5135;35.9485;-91.5473;1893;78064;31.0;89.9;123;67;50.6;5.2;"red"
"Cave City";"Kentucky";"Barren";21009;37.14;-85.9647;2422;95323;26.6;86.1;93;67;48.9;12.5;"red"
"Cave Creek";"Arizona";"Maricopa";4013;33.8513;-111.9801;5476;558282;33.0;94.8;193;39;13.6;0.3;"red"
"Cave Junction";"Oregon";"Josephine";41033;42.1672;-123.6473;1954;200108;29.0;76.7;68;72;27.4;3.0;"red"
"Cave Spring";"Georgia";"Floyd";13115;34.1065;-85.339;1154;132147;35.8;89.0;112;68;50.7;0.7;"red"
"Cave Springs";"Arkansas";"Benton";5007;36.2702;-94.2224;3634;271264;31.0;89.9;123;67;50.6;5.2;"red"
"Cayce";"South Carolina";"Lexington";45063;33.9458;-81.0432;14233;111334;35.4;88.3;115;67;49.8;0.5;"red"
"Cazenovia";"New York";"Madison";36053;42.9281;-75.8511;2846;248654;17.9;78.5;63;71;41.8;123.8;"red"
"Cecil";"Wisconsin";"Shawano";55115;44.8111;-88.4486;552;139781;10.4;77.8;89;71;32.6;50.9;"red"
"Cedar City";"Utah";"Iron";49021;37.6834;-113.0957;31223;197459;18.0;86.0;125;55;11.3;47.8;"red"
"Cedar Falls";"Iowa";"Black Hawk";19013;42.5197;-92.4532;41390;174645;13.5;82.8;105;67;34.0;34.9;"blue"
"Cedar Hill";"Tennessee";"Robertson";47147;36.5512;-87.0007;310;173200;28.5;86.5;102;68;54.2;6.3;"red"
"Cedar Hill";"Texas";"Dallas";48113;32.5809;-96.9592;48343;191038;39.8;93.0;135;65;28.9;1.5;"blue"
"Cedar Hills";"Utah";"Utah";49049;40.4135;-111.753;10374;393082;18.8;87.2;125;55;12.2;56.2;"red"
"Cedar Key";"Florida";"Levy";12075;29.146;-83.0386;706;187289;49.8;90.2;101;72;54.5;0.0;"red"
"Cedar Lake";"Indiana";"Lake";18089;41.3693;-87.438;12183;191568;21.4;83.1;88;70;41.7;25.9;"blue"
"Cedar Park";"Texas";"Williamson";48491;30.5133;-97.818;68918;274518;39.8;93.0;135;65;28.9;1.5;"red"
"Cedar Point";"North Carolina";"Carteret";37031;34.6862;-77.0833;1315;301090;30.9;84.8;109;67;50.3;7.6;"red"
"Cedar Rapids";"Iowa";"Linn";19113;41.9667;-91.6781;131127;37903;16.0;83.0;105;67;37.6;31.5;"blue"
"Cedar Springs";"Michigan";"Kent";26081;43.2198;-85.553;3651;165824;15.0;76.6;71;72;32.8;51.1;"red"
"Cedarburg";"Wisconsin";"Ozaukee";55089;43.2991;-87.9887;11518;296623;10.4;77.8;89;71;32.6;50.9;"red"
"Cedaredge";"Colorado";"Delta";8029;38.8942;-107.9255;2220;255462;12.2;81.3;136;47;15.9;19.1;"red"
"Cedarhurst";"New York";"Nassau";36059;40.6252;-73.7278;6667;721470;17.9;78.5;63;71;41.8;123.8;"blue"
"Cedartown";"Georgia";"Polk";13233;34.0217;-85.25;9799;80562;35.8;89.0;112;68;50.7;0.7;"red"
"Cedarville";"Ohio";"Greene";39057;39.7473;-83.8107;4134;171015;22.6;81.9;72;68;39.1;27.5;"red"
"Celina";"Ohio";"Mercer";39107;40.5551;-84.5629;10324;123152;22.6;81.9;72;68;39.1;27.5;"red"
"Cement City";"Michigan";"Lenawee";26091;42.0684;-84.3282;422;123516;15.0;76.6;71;72;32.8;51.1;"red"
"Centennial";"Colorado";"Arapahoe";8005;39.5927;-104.8674;109932;447895;12.2;81.3;136;47;15.9;19.1;"blue"
"Center City";"Minnesota";"Chisago";27025;45.3941;-92.8143;641;215920;4.1;77.6;95;66;27.3;54.0;"red"
"Center Line";"Michigan";"Macomb";26099;42.4805;-83.0273;8297;89957;15.0;76.6;71;72;32.8;51.1;"red"
"Center Point";"Alabama";"Jefferson";1073;33.6447;-86.6851;16496;82210;36.6;89.6;99;68;58.3;1.6;"blue"
"Centerton";"Arkansas";"Benton";5007;36.3551;-94.296;12861;169080;31.0;89.9;123;67;50.6;5.2;"red"
"Centerview";"Missouri";"Johnson";29101;38.7451;-93.8449;268;162617;23.2;86.6;115;67;42.2;17.0;"red"
"Centerville";"Georgia";"Houston";13153;32.6341;-83.6854;7615;126344;35.8;89.0;112;68;50.7;0.7;"red"
"Centerville";"Minnesota";"Anoka";27003;45.1638;-93.054;3953;254328;4.1;77.6;95;66;27.3;54.0;"red"
"Centerville";"Ohio";"Montgomery";39113;39.6339;-84.1448;23817;189705;22.6;81.9;72;68;39.1;27.5;"red"
"Centerville";"Tennessee";"Hickman";47081;35.8043;-87.4587;3568;90248;28.5;86.5;102;68;54.2;6.3;"red"
"Centerville";"Utah";"Davis";49011;40.9284;-111.8848;17286;328629;18.8;87.2;125;55;12.2;56.2;"red"
"Central";"South Carolina";"Pickens";45077;34.7234;-82.7789;5229;126994;35.4;88.3;115;67;49.8;0.5;"red"
"Central City";"Iowa";"Linn";19113;42.2037;-91.5245;1276;153421;13.5;82.8;105;67;34.0;34.9;"blue"
"Central City";"Kentucky";"Muhlenberg";21177;37.2962;-87.128;5857;77521;26.6;86.1;93;67;48.9;12.5;"red"
"Central City";"Pennsylvania";"Somerset";42111;40.1096;-78.8043;1062;46140;21.0;81.2;87;65;42.9;28.2;"red"
"Central Falls";"Rhode Island";"Providence";44007;41.89;-71.3933;19347;173091;23.6;78.3;98;67;47.9;33.8;"blue"
"Central Lake";"Michigan";"Antrim";26009;45.0693;-85.2617;932;130369;15.0;76.6;71;72;32.8;51.1;"red"
"Central Point";"Oregon";"Jackson";41029;42.3764;-122.911;18328;267280;29.0;76.7;68;72;27.4;3.0;"red"
"Centralia";"Missouri";"Boone";29019;39.2107;-92.1344;4192;131080;23.2;86.6;115;67;42.2;17.0;"blue"
